"ACADEMIE PYTHAGORE","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"ACADEMIE PYTHAGORE","BLACK","MASTER 4","MALE","MIDDLE","1"
"ACADEMIE PYTHAGORE","BLUE","ADULT","MALE","FEATHER","1"
"ACADEMIE PYTHAGORE","BLACK","MASTER 2","MALE","MIDDLE","1"
"TEAM PREDADOR JIU-JITSU","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"TEAM PREDADOR JIU-JITSU","BROWN","MASTER 1","MALE","FEATHER","1"
"TEAM PREDADOR JIU-JITSU","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"TEAM PREDADOR JIU-JITSU","PURPLE","ADULT","FEMALE","FEATHER","1"
"TEAM PREDADOR JIU-JITSU","PURPLE","MASTER 1","MALE","HEAVY","1"
"TEAM PREDADOR JIU-JITSU","PURPLE","MASTER 1","MALE","ULTRA HEAVY","1"
"TEAM PREDADOR JIU-JITSU","PURPLE","MASTER 4","MALE","MEDIUM HEAVY","1"
"BEST WAY BJJ / AMERICAN TOP TEAM BOSTON","PURPLE","ADULT","MALE","SUPER HEAVY","2"
"BEST WAY BJJ / AMERICAN TOP TEAM BOSTON","PURPLE","ADULT","MALE","HEAVY","1"
"LE TEMPLE DES ARTS MARTIAUX","BLACK","MASTER 1","MALE","FEATHER","1"
"LE TEMPLE DES ARTS MARTIAUX","BLUE","ADULT","MALE","MIDDLE","1"
"LE TEMPLE DES ARTS MARTIAUX","PURPLE","MASTER 1","MALE","LIGHT FEATHER","1"
"LE TEMPLE DES ARTS MARTIAUX","BLUE","MASTER 2","MALE","HEAVY","1"
"LE TEMPLE DES ARTS MARTIAUX","BROWN","MASTER 3","MALE","FEATHER","1"
"LE TEMPLE DES ARTS MARTIAUX","BLACK","MASTER 4","MALE","LIGHT","1"
"LE TEMPLE DES ARTS MARTIAUX","BLUE","MASTER 1","MALE","ULTRA HEAVY","1"
"LE TEMPLE DES ARTS MARTIAUX","BLUE","MASTER 1","MALE","ROOSTER","1"
"LE TEMPLE DES ARTS MARTIAUX","BLUE","MASTER 2","MALE","MEDIUM HEAVY","1"
"LE TEMPLE DES ARTS MARTIAUX","BROWN","MASTER 3","MALE","LIGHT","1"
"LE TEMPLE DES ARTS MARTIAUX","BLUE","ADULT","MALE","LIGHT","1"
"TOKUSHIMA BJJ","BLUE","MASTER 6","MALE","LIGHT","1"
"TOKUSHIMA BJJ","BLACK","ADULT","MALE","ROOSTER","1"
"TOKUSHIMA BJJ","PURPLE","ADULT","MALE","HEAVY","1"
"FERNANDO TERER","BLUE","ADULT","MALE","SUPER HEAVY","1"
"FERNANDO TERER","WHITE","ADULT","MALE","MIDDLE","1"
"FERNANDO TERER","WHITE","ADULT","MALE","SUPER HEAVY","1"
"FERNANDO TERER","BLUE","MASTER 2","MALE","SUPER HEAVY","1"
"FERNANDO TERER","BLUE","MASTER 1","MALE","ULTRA HEAVY","1"
"BARRETO","PURPLE","ADULT","FEMALE","MEDIUM HEAVY","1"
"BARRETO","PURPLE","ADULT","FEMALE","MIDDLE","1"
"BARRETO","BLACK","ADULT","MALE","HEAVY","1"
"BARRETO","BLUE","MASTER 3","MALE","LIGHT","1"
"JIU JITSU FACTORY","PURPLE","MASTER 3","MALE","SUPER HEAVY","1"
"JIU JITSU FACTORY","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"JIU JITSU FACTORY","BLUE","MASTER 3","MALE","MEDIUM HEAVY","1"
"JIU JITSU FACTORY","WHITE","ADULT","MALE","LIGHT","2"
"JIU JITSU FACTORY","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"JIU JITSU FACTORY","BROWN","MASTER 2","MALE","ULTRA HEAVY","1"
"CHECKMAT NANTES","BLUE","ADULT","MALE","LIGHT","1"
"ATOS JJ INTERNATIONAL","PURPLE","ADULT","MALE","FEATHER","1"
"SBG INTERNATIONAL (SBGI)","PURPLE","ADULT","MALE","HEAVY","1"
"SBG INTERNATIONAL (SBGI)","WHITE","MASTER 1","MALE","FEATHER","1"
"SBG INTERNATIONAL (SBGI)","BLUE","ADULT","MALE","HEAVY","1"
"SBG INTERNATIONAL (SBGI)","BLUE","ADULT","MALE","MIDDLE","2"
"SBG INTERNATIONAL (SBGI)","BLUE","ADULT","MALE","LIGHT","1"
"GRACIE REUNION","WHITE","ADULT","MALE","HEAVY","1"
"GRACIE REUNION","PURPLE","MASTER 2","MALE","LIGHT FEATHER","1"
"GRACIE REUNION","WHITE","MASTER 1","MALE","LIGHT","1"
"GRACIE REUNION","BROWN","MASTER 3","MALE","MIDDLE","1"
"GRACIE REUNION","BLACK","MASTER 6","MALE","LIGHT","1"
"GRACIE REUNION","BLACK","MASTER 3","MALE","LIGHT","1"
"GRACIE REUNION","WHITE","MASTER 1","MALE","MIDDLE","1"
"GRACIE REUNION","BROWN","MASTER 1","MALE","LIGHT","1"
"GRACIE REUNION","WHITE","MASTER 2","MALE","MIDDLE","2"
"GRACIE REUNION","WHITE","ADULT","FEMALE","HEAVY","1"
"GRACIE REUNION","BROWN","MASTER 2","MALE","ROOSTER","1"
"GRACIE REUNION","PURPLE","MASTER 1","MALE","LIGHT","1"
"GRACIE REUNION","BROWN","MASTER 6","MALE","MIDDLE","1"
"GRACIE REUNION","BLUE","MASTER 2","MALE","LIGHT","1"
"GRACIE REUNION","BLUE","MASTER 3","MALE","FEATHER","1"
"GRACIE REUNION","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"GRACIE REUNION","BLUE","ADULT","MALE","LIGHT","1"
"FROTA TEAM NOGUEIRA","WHITE","ADULT","MALE","HEAVY","1"
"FROTA TEAM NOGUEIRA","WHITE","ADULT","MALE","MIDDLE","1"
"FROTA TEAM NOGUEIRA","BLUE","ADULT","MALE","HEAVY","1"
"FROTA TEAM NOGUEIRA","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"FROTA TEAM NOGUEIRA","BLUE","MASTER 1","MALE","LIGHT","1"
"FROTA TEAM NOGUEIRA","WHITE","MASTER 2","MALE","MIDDLE","1"
"FROTA TEAM NOGUEIRA","WHITE","ADULT","MALE","ULTRA HEAVY","1"
"FROTA TEAM NOGUEIRA","PURPLE","MASTER 1","MALE","LIGHT","1"
"FROTA TEAM NOGUEIRA","BROWN","MASTER 2","MALE","HEAVY","1"
"FROTA TEAM NOGUEIRA","WHITE","ADULT","MALE","LIGHT","1"
"FROTA TEAM NOGUEIRA","BLUE","ADULT","MALE","FEATHER","1"
"FROTA TEAM NOGUEIRA","PURPLE","ADULT","MALE","FEATHER","1"
"FROTA TEAM NOGUEIRA","WHITE","ADULT","MALE","FEATHER","1"
"FROTA TEAM NOGUEIRA","PURPLE","ADULT","MALE","MIDDLE","2"
"FROTA TEAM NOGUEIRA","BROWN","MASTER 2","MALE","FEATHER","1"
"FROTA TEAM NOGUEIRA","BLUE","ADULT","MALE","LIGHT","1"
"JIU-JITSU 1 TEAM","BLUE","ADULT","MALE","FEATHER","1"
"JIU-JITSU 1 TEAM","BROWN","MASTER 2","MALE","LIGHT FEATHER","1"
"JIU-JITSU 1 TEAM","WHITE","JUVENILE 1","MALE","HEAVY","1"
"TRIANGLE ACADEMY REYSON GRACIE JIU JITSU","BLACK","MASTER 1","MALE","LIGHT","1"
"TRIANGLE ACADEMY REYSON GRACIE JIU JITSU","PURPLE","MASTER 4","MALE","MIDDLE","1"
"TRIANGLE ACADEMY REYSON GRACIE JIU JITSU","PURPLE","MASTER 1","MALE","LIGHT FEATHER","1"
"TRIANGLE ACADEMY REYSON GRACIE JIU JITSU","BLACK","MASTER 4","MALE","LIGHT","1"
"TRIANGLE ACADEMY REYSON GRACIE JIU JITSU","BLUE","MASTER 2","MALE","MEDIUM HEAVY","1"
"TRIANGLE ACADEMY REYSON GRACIE JIU JITSU","BLUE","ADULT","MALE","LIGHT","1"
"STONE FIGHT","BLUE","ADULT","MALE","MIDDLE","1"
"STONE FIGHT","PURPLE","ADULT","MALE","HEAVY","1"
"AKXE BJJ","BLUE","ADULT","MALE","MIDDLE","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","ADULT","MALE","MIDDLE","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","ADULT","MALE","HEAVY","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","WHITE","ADULT","FEMALE","FEATHER","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","MASTER 1","MALE","LIGHT","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","ADULT","MALE","ULTRA HEAVY","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","MASTER 2","MALE","MIDDLE","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","MASTER 1","MALE","MIDDLE","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","BLUE","ADULT","FEMALE","MEDIUM HEAVY","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","WHITE","ADULT","MALE","FEATHER","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","PURPLE","MASTER 6","MALE","MEDIUM HEAVY","1"
"CARLOS MAIA BRAZILIAN JIU-JITSU ACADEMY","PURPLE","MASTER 2","MALE","MIDDLE","1"
"NBREGA TEAM","BLACK","MASTER 1","MALE","MIDDLE","1"
"NBREGA TEAM","BLUE","MASTER 3","MALE","HEAVY","1"
"NBREGA TEAM","BROWN","MASTER 2","MALE","LIGHT","1"
"ABSOLUTO BJJ","WHITE","ADULT","MALE","MIDDLE","1"
"ABSOLUTO BJJ","BLUE","ADULT","MALE","MIDDLE","1"
"ABSOLUTO BJJ","BLACK","MASTER 2","MALE","MIDDLE","1"
"ABSOLUTO BJJ","BLUE","MASTER 1","FEMALE","MIDDLE","1"
"ABSOLUTO BJJ","PURPLE","ADULT","MALE","ULTRA HEAVY","1"
"ABSOLUTO BJJ","BLUE","ADULT","MALE","SUPER HEAVY","1"
"ABSOLUTO BJJ","BLUE","MASTER 2","MALE","MIDDLE","2"
"ABSOLUTO BJJ","WHITE","ADULT","MALE","LIGHT","1"
"ABSOLUTO BJJ","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"ABSOLUTO BJJ","BLUE","ADULT","MALE","LIGHT","2"
"ESCOLA DE JJ LEO TEIXEIRA","PURPLE","ADULT","MALE","FEATHER","2"
"ESCOLA DE JJ LEO TEIXEIRA","BLACK","MASTER 1","MALE","MEDIUM HEAVY","1"
"ESCOLA DE JJ LEO TEIXEIRA","BLACK","ADULT","MALE","MIDDLE","1"
"ESCOLA DE JJ LEO TEIXEIRA","BLACK","ADULT","MALE","FEATHER","1"
"ESCOLA DE JJ LEO TEIXEIRA","BLACK","MASTER 2","MALE","MEDIUM HEAVY","1"
